Method,Name,Error,Occurrences
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x2b84ebd99d0>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x2b84ebdb8f0>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x2b84ec06c90>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x2b84ebdb2c0>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x2b84ebdbf20>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x2b84ec04590>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x2b84ec05820>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x2b84ebda660>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x2b84ec06660>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x2b84ec051f0>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x2b84ec05e50>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x2b84ec072c0>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x2b84ec04bc0>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x2b84ebda030>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/cpu_fixed,CatchResponseError('Status code: 0'),277
GET,/cpu?n=15000000,CatchResponseError('Status code: 0'),295
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x2b84ebdac90>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ReadTimeout(ReadTimeoutError(""HTTPConnectionPool(host='localhost', port=5002): Read timed out. (read timeout=2)""))",84
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x2b84ec078f0>, 'Connection to localhost timed out. (connect timeout=2)')",1
